,name,appid,developers,publishers,price,is_free,platforms,release_date,required_age,n_languages,n_packages,has_website,achievements,categories,genres,positive_ratings,negative_ratings,owners,average_playtime,median_playtime,ccu,tags
211,Steel Storm: Burning Retribution,96200,Kot in Action Creative Artel,Kot in Action Creative Artel,$14.99 ,0,Windows; Linux,5/11/2011,0,7,3,1,0,Single-player; Multi-player; Co-op; Steam Trading Cards; Partial Controller Support; Includes level editor,Action; Indie,188,119,200000 - 500000,97,112,1,Indie; Action; Shooter; Arcade; Sci-fi; Top-Down Shooter; Singleplayer; Shoot 'Em Up
212,Slam Bolt Scrappers,96900,Fire Hose Games,Fire Hose Games,$9.99 ,0,Windows,3/14/2013,0,1,2,1,27,Single-player; Multi-player; Shared/Split Screen; Steam Achievements; Full controller support; Steam Trading Cards; Remote Play Together,Action; Indie; Strategy,25,17,0 - 20000,0,0,0,Action; Indie; Strategy; Local Co-Op; 4 Player Local; Local Multiplayer; Competitive; 2D Fighter
213,Solar 2,97000,Murudai,Murudai,$9.99 ,0,Windows; Mac; Linux,6/17/2011,0,1,1,1,25,Single-player; Steam Achievements; Partial Controller Support; Steam Cloud; Stats,Indie; Casual,1625,165,200000 - 500000,81,111,3,Space; Indie; Casual; Sandbox; Relaxing; 2D; Singleplayer; Simulation; Arcade; Puzzle; Open World; Physics; Comedy; Top-Down; Short; Addictive; Atmospheric; Sci-fi
214,Trauma,98100,Krystian Majewski,Krystian Majewski,$2.99 ,0,Windows; Mac,8/8/2011,0,3,1,1,0,Single-player,Adventure; Casual; Indie,410,189,100000 - 200000,6,12,0,Indie; Adventure; Casual; Point & Click; Experimental; Female Protagonist; Abstract; Puzzle; First-Person; Short; Story Rich; Atmospheric
215,Frozen Synapse,98200,Mode 7,Mode 7,$24.99 ,0,Windows; Mac; Linux,5/26/2011,0,1,4,1,16,Single-player; Multi-player; Steam Achievements; Steam Trading Cards; Steam Turn Notifications,Indie; Strategy,2019,435,500000 - 1000000,311,164,4,Strategy; Turn-Based; Tactical; Indie; Asynchronous Multiplayer; Great Soundtrack; Cyberpunk; Multiplayer; Turn-Based Strategy; Sci-fi; Top-Down; Competitive; Singleplayer; Addictive; Difficult; Chess; Replay Value; Masterpiece; Co-op; Local Multiplayer
216,Hard Reset Extended Edition,98400,Flying Wild Hog,Good Shepherd Entertainment,$14.99 ,0,Windows,7/12/2012,17,6,1,1,115,Single-player; Steam Achievements; Partial Controller Support; Stats; Steam Leaderboards,Action; Indie,3364,703,200000 - 500000,361,135,11,FPS; Cyberpunk; Action; Sci-fi; Indie; Shooter; Singleplayer; First-Person; Dystopian ; Robots; Difficult; 3D Vision; Old School; Atmospheric
217,Naval Warfare,98500,Game Distillery s.r.o.,Immanitas Entertainment GmbH,$2.99 ,0,Windows,5/25/2011,0,5,1,0,0,Single-player; Multi-player; Shared/Split Screen; Partial Controller Support; Remote Play Together,Action; Indie,138,121,100000 - 200000,0,0,0,Action; Indie; Steampunk; Twin Stick Shooter; Naval; Top-Down
218,Demolition Inc.,98600,Zeroscale,Zeroscale,$5.99 ,0,Windows; Mac,9/19/2011,0,7,2,1,37,Single-player; Steam Achievements; Full controller support; Steam Workshop; Steam Cloud; Stats; Steam Leaderboards; Includes level editor,Action; Casual; Indie; Simulation; Strategy,203,55,50000 - 100000,245,268,0,Strategy; Indie; Casual; Simulation; Action; Destruction; Puzzle; Physics
219,Dungeons of Dredmor,98800,"Gaslamp Games, Inc.","Gaslamp Games, Inc.",$4.99 ,0,Windows; Mac; Linux,7/13/2011,0,1,2,1,124,Single-player; Steam Achievements; Steam Trading Cards; Steam Workshop; Stats; Steam Leaderboards,Casual; Indie; RPG,4117,249,200000 - 500000,730,485,42,Traditional Roguelike; Rogue-like; Turn-Based; RPG; Dungeon Crawler; Indie; Comedy; Perma Death; Replay Value; Singleplayer; Fantasy; Funny; Casual; Crafting; Procedural Generation; Moddable; 2D; Difficult; Top-Down; Adventure
220,Garshasp: The Monster Slayer,99400,Dead Mage,Digital Dragon,$4.99 ,0,Windows,5/9/2011,0,4,1,1,36,Single-player; Steam Achievements; Partial Controller Support,Action; Indie,162,174,50000 - 100000,60,60,0,Action; Indie; Hack and Slash
221,Garshasp: Temple of the Dragon,99410,Dead Mage,Digital Dragon,$4.99 ,0,Windows,9/24/2012,0,1,1,1,0,Single-player; Partial Controller Support,Action; Indie,40,83,20000 - 50000,6,6,0,Action; Indie; Hack and Slash
222,NightSky,99700,"Nicalis, Inc.","Nicalis, Inc.",$9.99 ,0,Windows; Mac; Linux,3/1/2011,0,1,1,1,22,Single-player,Casual; Indie; Strategy,767,102,200000 - 500000,127,127,0,Puzzle-Platformer; Indie; Platformer; Casual; Puzzle; Physics; Atmospheric; Strategy; 2D; Short; Singleplayer; Relaxing; Great Soundtrack
223,Runespell: Overture,102200,Mystic Box,Mystic Box,$9.99 ,0,Windows,7/20/2011,0,1,1,1,35,Single-player; Steam Achievements; Steam Cloud; Stats; Steam Leaderboards,Adventure; Indie; RPG,260,82,50000 - 100000,264,264,1,Card Battler; Card Game; Deckbuilding; RPG; Indie; Casual; Adventure; Fantasy; Singleplayer
224,Vertex Dispenser,102400,Michael Brough,Michael Brough,$9.99 ,0,Windows; Mac,6/10/2011,0,1,2,1,12,Single-player; Multi-player; Co-op; Cross-Platform Multiplayer; Steam Achievements; Steam Cloud; Stats,Action; Indie; Strategy,20,9,0 - 20000,32,32,0,Strategy; Action; Indie
225,Orcs Must Die!,102600,Robot Entertainment,Robot Entertainment,$9.99 ,0,Windows,10/11/2011,0,9,2,1,27,Single-player; Steam Achievements; Partial Controller Support; Steam Cloud; Stats; Steam Leaderboards,Action; Indie; Strategy,5659,193,1000000 - 2000000,402,387,19,Tower Defense; Action; Strategy; Third Person; Fantasy; Indie; Singleplayer; Comedy; Funny; Third-Person Shooter; Cartoony; Magic; Great Soundtrack; Score Attack; Shooter; Addictive; Multiplayer; Adventure; RPG; Arcade
226,Gatling Gears,102810,Vanguard Games,Vanguard Games,$9.99 ,0,Windows,8/30/2011,0,2,1,1,12,Single-player; Multi-player; Co-op; Shared/Split Screen; Steam Achievements; Steam Trading Cards; Partial Controller Support; Steam Cloud; Steam Leaderboards; Remote Play Together,Action; Adventure; Indie,97,21,20000 - 50000,461,461,0,Action; Adventure; Indie; Twin Stick Shooter; Steampunk; Co-op
227,Shank 2,102840,Klei Entertainment,Klei Entertainment,$9.99 ,0,Windows; Mac; Linux,2/7/2012,17,1,1,1,20,Single-player; Co-op; Steam Achievements; Full controller support; Steam Trading Cards; Steam Cloud; Steam Leaderboards; Remote Play on TV,Action; Adventure; Indie,1927,412,500000 - 1000000,155,165,6,Action; Beat 'em up; Indie; 2D; Adventure; Local Co-Op; Side Scroller; Platformer; Co-op; Gore; Hack and Slash; Mature; Controller; Shooter; Stylized; Singleplayer; Difficult; Violent; Cartoon
228,Warp,102850,Trapdoor Inc.,Electronic Arts,$9.99 ,0,Windows,3/21/2012,18,1,1,1,0,Single-player; Partial Controller Support,Action; Adventure; Indie,203,80,20000 - 50000,14,14,0,Action; Adventure; Indie; Puzzle; Stealth; Aliens; Gore
229,iBomber Defense,104000,Cobra Mobile,Cobra Mobile,$4.99 ,0,Windows; Mac,5/26/2011,0,1,4,1,22,Single-player; Steam Achievements; Steam Cloud,Indie; Strategy,155,59,50000 - 100000,206,206,2,Strategy; Tower Defense; Indie; Casual
230,Storm in a Teacup,104020,Cobra Mobile,Cobra Mobile,$4.99 ,0,Windows; Mac,1/19/2012,0,1,3,1,19,Single-player; Steam Achievements,Casual; Indie,91,41,20000 - 50000,0,0,0,Indie; Casual; Platformer
231,Inside a Star-filled Sky,104100,Jason Rohrer,Jason Rohrer,$7.99 ,0,Windows; Mac,5/14/2011,0,1,1,1,0,Single-player,Action; Strategy; Indie,54,26,0 - 20000,0,0,0,Indie; Action; Strategy; Procedural Generation; Pixel Graphics; Rogue-like
232,ORION: Prelude,104900,Spiral Game Studios,DANKIE,$0.99 ,0,Windows,4/16/2013,0,1,1,0,251,Single-player; Multi-player; PvP; Online PvP; Co-op; Online Co-op; Steam Achievements; Full controller support; Steam Trading Cards; Steam Workshop; Valve Anti-Cheat enabled; Stats; Steam Leaderboards; Includes level editor,Action; Adventure; Indie; RPG,22071,7496,2000000 - 5000000,198,135,9,Dinosaurs; Action; FPS; Multiplayer; Online Co-Op; Co-op; Shooter; Adventure; Indie; Open World; Sci-fi; First-Person; Team-Based; Third-Person Shooter; Singleplayer; PvP; Mechs; Epic; Third Person; Strategy
233,A New Beginning - Final Cut,105000,Daedalic Entertainment,Daedalic Entertainment,$9.99 ,0,Windows; Mac,12/11/2012,0,7,2,1,28,Single-player; Steam Achievements,Adventure; Indie,1060,337,200000 - 500000,174,312,10,Adventure; Point & Click; Indie; Singleplayer; Classic; Retro; Puzzle; Great Soundtrack; 1990's; Cult Classic; Masterpiece; Sci-fi; Time Travel
234,Lume,105100,State of Play Games,State of Play Games,$5.99 ,0,Windows; Mac,5/9/2011,0,1,1,1,0,Single-player,Adventure; Casual; Indie,208,256,50000 - 100000,12,12,0,Adventure; Indie; Point & Click; Casual; Puzzle; Short; Female Protagonist; Singleplayer
235,Critical Mass,105300,Manic Game Studios,Manic Game Studios,$1.99 ,0,Windows; Mac,6/20/2011,0,1,1,1,27,Single-player; Steam Achievements,Casual; Indie,299,87,100000 - 200000,0,0,1,Casual; Puzzle; Indie; Singleplayer; Match 3
236,Ms. Splosion Man,105420,Twisted Pixel Games,Xbox Game Studios,$9.99 ,0,Windows,4/3/2013,0,9,1,1,12,Single-player; Multi-player; Co-op; Shared/Split Screen; Steam Achievements; Full controller support; Steam Cloud; Steam Leaderboards; Remote Play on TV; Remote Play Together,Action; Indie,173,50,50000 - 100000,0,0,1,Action; Indie; Platformer; Female Protagonist; Co-op; Comedy; Local Co-Op
237,Terraria,105600,Re-Logic,Re-Logic,$9.99 ,0,Windows; Mac; Linux,5/16/2011,0,9,3,1,88,Single-player; Multi-player; PvP; Online PvP; Co-op; Online Co-op; Steam Achievements; Full controller support; Steam Trading Cards; Steam Cloud; Remote Play on Phone; Remote Play on Tablet; Remote Play on TV,Action; Adventure; Indie; RPG,407851,9621,10000000 - 20000000,6115,1709,30597,Open World Survival Craft; Sandbox; Survival; 2D; Adventure; Multiplayer; Crafting; Building; Pixel Graphics; Exploration; Co-op; Open World; Indie; Action; Online Co-Op; RPG; Singleplayer; Platformer; Replay Value; Atmospheric
238,Tobe's Vertical Adventure,105700,Secret Base,Secret Base,$0.99 ,0,Windows,7/18/2011,0,1,1,1,13,Single-player; Multi-player; Shared/Split Screen; Steam Achievements; Partial Controller Support; Steam Cloud; Steam Leaderboards; Remote Play Together,Action; Adventure; Indie,82,51,50000 - 100000,16,16,0,Indie; Action; Adventure; Platformer; Local Co-Op; Retro
239,PixelJunk™ Eden,105800,Q-Games Ltd.,Q-Games Ltd.,$9.99 ,0,Windows,2/2/2012,0,10,3,1,61,Single-player; Steam Achievements; Full controller support; Steam Trading Cards; Steam Cloud; Steam Leaderboards,Action; Casual; Indie,564,142,200000 - 500000,139,158,0,Indie; Casual; Platformer; Great Soundtrack; Atmospheric; Action; Music; Colorful; Singleplayer; Relaxing; 2D; Pixel Graphics; Addictive
240,Space Pirates and Zombies,107200,MinMax Games Ltd.,MinMax Games Ltd.,$9.99 ,0,Windows; Mac; Linux,8/15/2011,0,1,1,1,48,Single-player; Steam Achievements; Steam Trading Cards; Steam Cloud; Stats,Action; Indie; RPG; Strategy,2413,223,500000 - 1000000,1662,1029,99,Space; Action; Indie; Sci-fi; Strategy; Top-Down; RPG; Zombies; Singleplayer; Procedural Generation; 2D; Open World; Pirates; Exploration; Shooter; Sandbox; Addictive; Adventure
241,Breath of Death VII,107300,Zeboyd Games,Zeboyd Games,$2.99 ,1,Windows,7/13/2011,0,1,1,1,0,Single-player; Full controller support,RPG; Indie,1029,192,500000 - 1000000,84,51,2,JRPG; RPG; Indie; Funny; Retro; Comedy; Pixel Graphics; Singleplayer; Turn-Based; Parody ; Short; 2D; Adventure; Fantasy; Old School; Horror
242,Cthulhu Saves the World,107310,Zeboyd Games,Zeboyd Games,$2.99 ,1,Windows,7/13/2011,0,1,1,1,0,Single-player; Full controller support; Steam Trading Cards,Indie; RPG,2940,231,500000 - 1000000,140,143,5,JRPG; Lovecraftian; Comedy; RPG; Indie; Retro; Turn-Based; Fantasy; Singleplayer; Funny; Adventure; Parody ; Pixel Graphics; 2D; Great Soundtrack; Dark Humor; Old School; Action; Masterpiece; Memes
243,Waves,107600,Squid In A Box Ltd,Squid In A Box Ltd,$4.99 ,0,Windows,11/16/2011,0,1,1,1,54,Single-player; Steam Achievements; Full controller support; Steam Trading Cards; Steam Cloud; Stats; Steam Leaderboards,Action; Casual; Indie,998,63,100000 - 200000,4,4,1,Indie; Twin Stick Shooter; Action; Arcade; Casual; Great Soundtrack; Bullet Hell; Score Attack; Fast-Paced; Shooter; Singleplayer; Shoot 'Em Up; Top-Down; Arena Shooter
244,Ticket to Ride,108200,Days of Wonder,Days of Wonder; Asmodee Digital,$9.99 ,0,Windows; Mac; Linux,5/24/2012,0,5,1,1,83,Single-player; Multi-player; PvP; Online PvP; LAN PvP; Shared/Split Screen PvP; Shared/Split Screen; Cross-Platform Multiplayer; Steam Achievements; Steam Turn Notifications; Remote Play Together,Casual; Indie; Strategy,1868,309,200000 - 500000,115,147,227,Board Game; Tabletop; Strategy; Casual; Multiplayer; Turn-Based; Trains; Indie; Family Friendly; Singleplayer; Addictive; Touch-Friendly; Card Game; Turn-Based Tactics; Local Multiplayer; 2D; Turn-Based Strategy
245,Vessel,108500,Strange Loop Games,IndiePub,$19.99 ,0,Windows,3/1/2012,0,5,2,1,20,Single-player; Steam Achievements; Full controller support,Action; Indie; Strategy,560,72,200000 - 500000,372,464,1,Puzzle; Indie; Platformer; Steampunk; Action; Physics; Strategy; Singleplayer; Puzzle-Platformer; Adventure; 2D; Sci-fi; Great Soundtrack
246,Project Zomboid,108600,The Indie Stone,The Indie Stone,$14.99 ,0,Windows; Mac; Linux,11/8/2013,0,16,2,1,0,Single-player; Multi-player; Co-op; Shared/Split Screen; Cross-Platform Multiplayer; Steam Trading Cards; Partial Controller Support; Remote Play Together,Indie; RPG; Simulation; Early Access,23372,2938,1000000 - 2000000,1620,573,1155,Survival; Zombies; Open World; Open World Survival Craft; Sandbox; Multiplayer; Indie; Post-apocalyptic; Simulation; Crafting; RPG; Co-op; Building; Survival Horror; Early Access; Isometric; Realistic; Singleplayer; 2D; Adventure
247,Legend of Fae,109200,Endlessfluff Games,Endlessfluff Games,$9.99 ,0,Windows,7/26/2011,0,1,1,1,0,Single-player,Casual; Indie,80,24,0 - 20000,0,0,0,Indie; Casual; Female Protagonist; Match 3; Puzzle; Fantasy; RPG
248,Fowl Space,109500,Pixelante Game Studios,Pixelante Game Studios,$4.99 ,0,Windows,3/21/2012,0,1,1,1,0,Single-player,Action; Indie,113,76,20000 - 50000,0,0,0,Action; Indie; Memes; Masterpiece
249,Achron,109700,Hazardous Software Inc.,Hazardous Software Inc.,$19.99 ,0,Windows,8/29/2011,0,1,2,1,18,Single-player; Multi-player,Indie; Strategy,57,32,20000 - 50000,0,0,0,Strategy; Indie; Time Travel; RTS; Multiplayer; Time Manipulation; Sci-fi; Moddable
250,inMomentum,110400,Digital Arrow,White Rabbit Interactive,$9.99 ,0,Windows,10/31/2011,0,1,1,1,37,Single-player; Multi-player; Steam Achievements; Steam Cloud; Steam Leaderboards,Indie; Racing,124,41,50000 - 100000,0,0,1,Racing; Indie; Parkour; Fast-Paced; First-Person; Multiplayer; Platformer; Singleplayer
251,Data Jammers: FastForward,110500,Digital Eel,Digital Eel,0,1,Windows; Mac,10/24/2011,0,1,0,0,21,Single-player; Steam Achievements; Partial Controller Support,Action; Indie,59,29,20000 - 50000,1,1,0,Action; Indie; Arcade
252,Mutant Storm: Reloaded,110630,PomPom Games,PomPom Games,$4.99 ,0,Windows,3/21/2012,0,5,1,1,12,Single-player; Multi-player; Co-op; Shared/Split Screen; Full controller support; Remote Play on TV; Remote Play Together,Action; Indie,24,14,20000 - 50000,0,0,1,Indie; Action; Twin Stick Shooter; Arcade; Shoot 'Em Up
253,The Clockwork Man,111000,Total Eclipse,Total Eclipse,$6.99 ,0,Windows; Mac; Linux,8/10/2011,0,10,2,1,0,Single-player,Indie; Casual,43,33,0 - 20000,0,0,0,Casual; Indie; Hidden Object; Steampunk; Puzzle; Point & Click
254,The Clockwork Man: The Hidden World,111010,Total Eclipse P.C.,Total Eclipse P.C.,$9.99 ,0,Windows; Mac; Linux,9/23/2011,0,8,2,1,0,Single-player,Adventure; Casual; Indie,42,23,0 - 20000,0,0,0,Adventure; Casual; Indie; Hidden Object; Point & Click
255,Snuggle Truck,111100,Owlchemy Labs,Owlchemy Labs,$4.99 ,0,Windows; Mac; Linux,2/3/2012,0,1,1,1,11,Single-player; Steam Achievements; Steam Trading Cards; Partial Controller Support; Steam Leaderboards; Includes level editor,Casual; Indie; Racing,369,79,50000 - 100000,96,96,1,Casual; Racing; Indie; Driving; Singleplayer; Level Editor
256,Serious Sam Double D XXL,111600,Mommy's Best Games; Croteam,Devolver Digital,$9.99 ,0,Windows,8/30/2011,0,5,1,1,30,Single-player; Multi-player; Co-op; Shared/Split Screen Co-op; Steam Achievements; Partial Controller Support; Remote Play Together,Action; Indie,538,95,200000 - 500000,24,34,2,Action; Indie; Platformer; Shooter; 2D; Comedy; Gore; Local Co-Op
257,Monaco: What's Yours Is Mine,113020,Pocketwatch Games,Pocketwatch Games,$14.99 ,0,Windows; Mac; Linux,4/24/2013,0,3,3,1,13,Single-player; Multi-player; Co-op; Shared/Split Screen; Cross-Platform Multiplayer; Steam Achievements; Full controller support; Steam Trading Cards; Steam Workshop; Steam Cloud; Steam Leaderboards; Includes level editor; Remote Play Together,Action; Adventure; Casual; Indie; Strategy,7467,761,1000000 - 2000000,235,170,22,Co-op; Stealth; Indie; Heist; Local Co-Op; Strategy; Online Co-Op; Top-Down; Multiplayer; Action; Crime; Casual; Great Soundtrack; Pixel Graphics; Adventure; Local Multiplayer; Controller; 2D; Singleplayer; Loot
258,The Binding of Isaac,113200,Edmund McMillen and Florian Himsl,Edmund McMillen,$4.99 ,0,Windows; Mac,9/28/2011,0,1,2,0,99,Single-player; Steam Achievements; Steam Trading Cards,Action; Adventure; Indie; RPG,45006,2020,2000000 - 5000000,1458,391,264,Action Roguelike; Rogue-like; Indie; Replay Value; Difficult; Procedural Generation; Dark; Action; Top-Down; Great Soundtrack; Addictive; Singleplayer; Adventure; Rogue-lite; Survival; 2D; RPG; Dungeon Crawler; Perma Death; Bullet Hell
259,Costume Quest,115100,Double Fine Productions,Double Fine Productions,$9.99 ,0,Windows; Mac; Linux,10/14/2011,0,5,2,1,21,Single-player; Steam Achievements; Steam Trading Cards; Partial Controller Support; Steam Cloud,Adventure; Casual; RPG,2822,214,200000 - 500000,849,557,7,RPG; Adventure; Comedy; Casual; Singleplayer; Family Friendly; Turn-Based; Cute; Indie; Funny; Short; Turn-Based Strategy; Female Protagonist; Puzzle; Turn-Based Combat; Cartoony; Quick-Time Events; Controller; Fantasy; JRPG
260,Stacking,115110,Double Fine Productions,Double Fine Productions,$9.99 ,0,Windows; Mac; Linux,3/6/2012,0,5,1,1,21,Single-player; Partial Controller Support,Adventure; Indie,1309,158,200000 - 500000,308,400,7,Adventure; Puzzle; Indie; Comedy; Singleplayer; Third Person; Short; Exploration; Casual; Family Friendly; Funny; Steampunk; Atmospheric; Cute; Beautiful
261,Owlboy,115800,D-Pad Studio,D-Pad Studio,$24.99 ,0,Windows; Mac; Linux,11/1/2016,0,13,1,1,12,Single-player; Steam Achievements; Full controller support; Steam Trading Cards; Steam Cloud; Steam Leaderboards; Remote Play on TV,Action; Adventure; Indie,3842,631,200000 - 500000,208,275,14,Pixel Graphics; Adventure; Indie; Great Soundtrack; Metroidvania; 2D; Platformer; Story Rich; Action; Atmospheric; Fantasy; Singleplayer; Puzzle-Platformer; Retro; Flight; Action-Adventure; Funny; Cute; Open World; RPG
262,Super Toy Cars,116100,Eclipse Games,Eclipse Games,$9.99 ,0,Windows; Mac,6/6/2014,0,2,1,1,26,Single-player; Multi-player; Shared/Split Screen; Steam Achievements; Steam Trading Cards; Steam Workshop; Partial Controller Support; Steam Cloud; Stats; Steam Leaderboards; Includes level editor; Remote Play Together,Indie; Racing,212,144,20000 - 50000,101,101,0,Racing; Indie; Multiplayer; Arcade; Local Multiplayer
263,Puzzler World 2,200130,Ideas Pad,Puzzler,$4.99 ,0,Windows,10/24/2011,0,1,1,1,17,Single-player,Casual; Indie; Strategy,152,44,50000 - 100000,0,0,2,Casual; Indie; Strategy; Puzzle; Singleplayer
